,_id,index,name,equipment_category,gear_category,cost,weight,url,desc,tool_category,vehicle_category,quantity,weapon_category,weapon_range,category_range,damage,range,properties,2h_damage,armor_category,armor_class,str_minimum,stealth_disadvantage,contents,speed,capacity,throw_range,special
123,5f2329a90b1bb138c5940e23,lock,Lock,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 10, 'unit': 'gp'}",1.0,/api/equipment/lock,"[""A key is provided with the lock. Without the key, a creature proficient with thieves' tools can pick this lock with a successful DC 15 Dexterity check. Your GM may decide that better locks are available for higher prices.""]",,,,,,,,,,,,,,,,,,,
124,5f2329a90b1bb138c5940dd6,longbow,Longbow,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 50, 'unit': 'gp'}",2.0,/api/equipment/longbow,,,,,Martial,Ranged,Martial Ranged,"{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 150, 'long': 600}","[{'name': 'Ammunition', 'url': '/api/weapon-properties/ammunition'}, {'url': '/api/weapon-properties/heavy', 'name': 'Heavy'}, {'url': '/api/weapon-properties/two-handed', 'name': 'Two-Handed'}]",,,,,,,,,,
125,5f2329a90b1bb138c5940e93,longship,Longship,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 10000, 'unit': 'gp'}",,/api/equipment/longship,,,Waterborne Vehicles,,,,,,,,,,,,,,"{'quantity': 3, 'unit': 'mph'}",,,
126,5f2329a90b1bb138c5940dc5,longsword,Longsword,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 15, 'unit': 'gp'}",3.0,/api/equipment/longsword,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/slashing', 'name': 'Slashing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/versatile', 'name': 'Versatile'}]","{'damage_dice': '1d10', 'damage_type': {'url': '/api/damage-types/slashing', 'name': 'Slashing'}}",,,,,,,,,
127,5f2329a90b1bb138c5940e67,lute,Lute,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 35, 'unit': 'gp'}",2.0,/api/equipment/lute,"['Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.']",Musical Instrument,,,,,,,,,,,,,,,,,,
128,5f2329a90b1bb138c5940e68,lyre,Lyre,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 30, 'unit': 'gp'}",2.0,/api/equipment/lyre,"['Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.']",Musical Instrument,,,,,,,,,,,,,,,,,,
129,5f2329a90b1bb138c5940db5,mace,Mace,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 5, 'unit': 'gp'}",4.0,/api/equipment/mace,,,,,Simple,Melee,Simple Melee,"{'damage_dice': '1d6', 'damage_type': {'url': '/api/damage-types/bludgeoning', 'name': 'Bludgeoning'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/monk', 'name': 'Monk'}]",,,,,,,,,,
130,5f2329a90b1bb138c5940e24,magnifying-glass,Magnifying glass,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 100, 'unit': 'gp'}",0.0,/api/equipment/magnifying-glass,"['This lens allows a closer look at small objects. It is also useful as a substitute for flint and steel when starting fires. Lighting a fire with a magnifying glass requires light as bright as sunlight to focus, tinder to ignite, and about 5 minutes for the fire to ignite.', 'A magnifying glass grants advantage on any ability check made to appraise or inspect an item that is small or highly detailed.']",,,,,,,,,,,,,,,,,,,
131,5f2329a90b1bb138c5940e2a,manacles,Manacles,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'gp'}",6.0,/api/equipment/manacles,"['These metal restraints can bind a Small or Medium creature. Escaping the manacles requires a successful DC 20 Dexterity check. Breaking them requires a successful DC 20 Strength check.', ""Each set of manacles comes with one key. Without the key, a creature proficient with thieves' tools can pick the manacles' lock with a successful DC 15 Dexterity check. Manacles have 15 hit points.""]",,,,,,,,,,,,,,,,,,,
132,5f2329a90b1bb138c5940e5a,masons-tools,Mason's tools,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 10, 'unit': 'gp'}",8.0,/api/equipment/masons-tools,"[""These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.""]",Artisan's Tools,,,,,,,,,,,,,,,,,,
133,5f2329a90b1bb138c5940e75,mastiff,Mastiff,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 25, 'unit': 'gp'}",,/api/equipment/mastiff,,,Mounts and Other Animals,,,,,,,,,,,,,,"{'quantity': 40, 'unit': 'ft/round'}",195 lb.,,
134,5f2329a90b1bb138c5940dc7,maul,Maul,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 10, 'unit': 'gp'}",10.0,/api/equipment/maul,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '2d6', 'damage_type': {'url': '/api/damage-types/bludgeoning', 'name': 'Bludgeoning'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/heavy', 'name': 'Heavy'}, {'url': '/api/weapon-properties/two-handed', 'name': 'Two-Handed'}]",,,,,,,,,,
135,5f2329a90b1bb138c5940e1d,mess-kit,Mess Kit,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Kit,"{'quantity': 2, 'unit': 'sp'}",1.0,/api/equipment/mess-kit,"['This tin box contains a cup and simple cutlery. The box clamps together, and one side can be used as a cooking pan and the other as a plate or shallow bowl.']",,,,,,,,,,,,,,,,,,,
136,5f2329a90b1bb138c5940e25,mirror-steel,"Mirror, steel","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'gp'}",0.5,/api/equipment/mirror-steel,,,,,,,,,,,,,,,,,,,,
137,5f2329a90b1bb138c5940dc6,morningstar,Morningstar,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 15, 'unit': 'gp'}",4.0,/api/equipment/morningstar,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 5, 'long': None}",[],,,,,,,,,,
138,5f2329a90b1bb138c5940e71,mule,Mule,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 8, 'unit': 'gp'}",,/api/equipment/mule,,,Mounts and Other Animals,,,,,,,,,,,,,,"{'quantity': 40, 'unit': 'ft/round'}",420 lb.,,
139,5f2329a90b1bb138c5940e6c,navigators-tools,Navigator's tools,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 25, 'unit': 'gp'}",2.0,/api/equipment/navigators-tools,"[""This set of instruments is used for navigation at sea. Proficiency with navigator's tools lets you chart a ship's course and follow navigation charts. In addition, these tools allow you to add your proficiency bonus to any ability check you make to avoid getting lost at sea.""]",Other Tools,,,,,,,,,,,,,,,,,,
140,5f2329a90b1bb138c5940dd3,net,Net,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 1, 'unit': 'gp'}",3.0,/api/equipment/net,,,,,Martial,Ranged,Martial Ranged,,"{'normal': 5, 'long': 15}","[{'url': '/api/weapon-properties/thrown', 'name': 'Thrown'}, {'url': '/api/weapon-properties/special', 'name': 'Special'}]",,,,,,,,,"{'normal': 5, 'long': 15}","['A Large or smaller creature hit by a net is restrained until it is freed. A net has no effect on creatures that are formless, or creatures that are Huge or larger. A creature can use its action to make a DC 10 Strength check, freeing itself or another creature within its reach on a success. Dealing 5 slashing damage to the net (AC 10) also frees the creature without harming it, ending the effect and destroying the net. When you use an action, bonus action, or reaction to attack with a net, you can make only one attack regardless of the number of attacks you can normally make.']"
141,5f2329a90b1bb138c5940e26,oil-flask,Oil (flask),"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'sp'}",1.0,/api/equipment/oil-flask,"['Oil usually comes in a clay flask that holds 1 pint.', 'As an action, you can splash the oil in this flask onto a creature within 5 feet of you or throw it up to 20 feet, shattering it on impact. Make a ranged attack against a target creature or object, treating the oil as an improvised weapon.', 'On a hit, the target is covered in oil. If the target takes any fire damage before the oil dries (after 1 minute), the target takes an additional 5 fire damage from the burning oil.', 'You can also pour a flask of oil on the ground to cover a 5-foot-square area, provided that the surface is level.', 'If lit, the oil burns for 2 rounds and deals 5 fire damage to any creature that enters the area or ends its turn in the area. A creature can take this damage only once per turn.']",,,,,,,,,,,,,,,,,,,
142,5f2329a90b1bb138c5940dec,orb,Orb,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Arcane focus,"{'quantity': 20, 'unit': 'gp'}",3.0,/api/equipment/orb,"['An arcane focus is a special item--an orb, a crystal, a rod, a specially constructed staff, a wand-like length of wood, or some similar item--designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus.']",,,,,,,,,,,,,,,,,,,
143,5f2329a90b1bb138c5940dd4,padded,Padded,"{'name': 'Armor', 'url': '/api/equipment-categories/armor'}",,"{'quantity': 5, 'unit': 'gp'}",8.0,/api/equipment/padded,,,,,,,,,,,,Light,"{'base': 11, 'dex_bonus': True, 'max_bonus': None}",0.0,True,,,,,
144,5f2329a90b1bb138c5940e5b,painters-supplies,Painter's supplies,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 10, 'unit': 'gp'}",5.0,/api/equipment/painters-supplies,"[""These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.""]",Artisan's Tools,,,,,,,,,,,,,,,,,,
145,5f2329a90b1bb138c5940e69,pan-flute,Pan flute,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 12, 'unit': 'gp'}",2.0,/api/equipment/pan-flute,"['Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.']",Musical Instrument,,,,,,,,,,,,,,,,,,
146,5f2329a90b1bb138c5940e27,paper-one-sheet,Paper (one sheet),"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'sp'}",0.0,/api/equipment/paper-one-sheet,,,,,,,,,,,,,,,,,,,,
147,5f2329a90b1bb138c5940e28,parchment-one-sheet,Parchment (one sheet),"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'sp'}",0.0,/api/equipment/parchment-one-sheet,,,,,,,,,,,,,,,,,,,,
148,5f2329a90b1bb138c5940e29,perfume-vial,Perfume (vial),"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'gp'}",0.0,/api/equipment/perfume-vial,,,,,,,,,,,,,,,,,,,,
149,5f2329a90b1bb138c5940e2b,pick-miners,"Pick, miner's","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'gp'}",10.0,/api/equipment/pick-miners,,,,,,,,,,,,,,,,,,,,
150,5f2329a90b1bb138c5940dcb,pike,Pike,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 5, 'unit': 'gp'}",18.0,/api/equipment/pike,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d10', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/heavy', 'name': 'Heavy'}, {'url': '/api/weapon-properties/reach', 'name': 'Reach'}, {'url': '/api/weapon-properties/two-handed', 'name': 'Two-Handed'}]",,,,,,,,,,
151,5f2329a90b1bb138c5940e2d,piton,Piton,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'cp'}",0.25,/api/equipment/piton,,,,,,,,,,,,,,,,,,,,
152,5f2329a90b1bb138c5940ddf,plate,Plate,"{'name': 'Armor', 'url': '/api/equipment-categories/armor'}",,"{'quantity': 1500, 'unit': 'gp'}",65.0,/api/equipment/plate,,,,,,,,,,,,Heavy,"{'base': 18, 'dex_bonus': False, 'max_bonus': None}",15.0,True,,,,,
153,5f2329a90b1bb138c5940e62,playing-card-set,Playing card set,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 5, 'unit': 'sp'}",0.0,/api/equipment/playing-card-set,"['This item encompasses a wide range of game pieces, including dice and decks of cards (for games such as Three-Dragon Ante). A few common examples appear on the Tools table, but other kinds of gaming sets exist. If you are proficient with a gaming set, you can add your proficiency bonus to ability checks you make to play a game with that set. Each type of gaming set requires a separate proficiency.']",Gaming Sets,,,,,,,,,,,,,,,,,,
154,5f2329a90b1bb138c5940e2c,poison-basic-vial,"Poison, basic (vial)","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 100, 'unit': 'gp'}",0.0,/api/equipment/poison-basic-vial,"['You can use the poison in this vial to coat one slashing or piercing weapon or up to three pieces of ammunition. Applying the poison takes an action. A creature hit by the poisoned weapon or ammunition must make a DC 10 Constitution saving throw or take 1d4 poison damage. Once applied, the poison retains potency for 1 minute before drying.']",,,,,,,,,,,,,,,,,,,
155,5f2329a90b1bb138c5940e1e,poisoners-kit,Poisoner's Kit,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Kit,"{'quantity': 50, 'unit': 'gp'}",2.0,/api/equipment/poisoners-kit,"[""A poisoner's kit includes the vials, chemicals, and other equipment necessary for the creation of poisons. Proficiency with this kit lets you add your proficiency bonus to any ability checks you make to craft or use poisons.""]",,,,,,,,,,,,,,,,,,,
156,5f2329a90b1bb138c5940e30,pole-10-foot,Pole (10-foot),"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'cp'}",7.0,/api/equipment/pole-10-foot,,,,,,,,,,,,,,,,,,,,
157,5f2329a90b1bb138c5940e76,pony,Pony,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 30, 'unit': 'gp'}",,/api/equipment/pony,,,Mounts and Other Animals,,,,,,,,,,,,,,"{'quantity': 40, 'unit': 'ft/round'}",225 lb.,,
158,5f2329a90b1bb138c5940e2e,pot-iron,"Pot, iron","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'gp'}",10.0,/api/equipment/pot-iron,,,,,,,,,,,,,,,,,,,,
159,5f2329a90b1bb138c5940e2f,potion-of-healing,Potion of healing,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 50, 'unit': 'gp'}",0.5,/api/equipment/potion-of-healing,['A character who drinks the magical red fluid in this vial regains 2d4 + 2 hit points. Drinking or administering a potion takes an action.'],,,,,,,,,,,,,,,,,,,
160,5f2329a90b1bb138c5940e5c,potters-tools,Potter's tools,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 10, 'unit': 'gp'}",3.0,/api/equipment/potters-tools,"[""These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.""]",Artisan's Tools,,,,,,,,,,,,,,,,,,
161,5f2329a90b1bb138c5940e31,pouch,Pouch,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'sp'}",1.0,/api/equipment/pouch,"['A cloth or leather pouch can hold up to 20 sling bullets or 50 blowgun needles, among other things. A compartmentalized pouch for holding spell components is called a component pouch (described earlier in this section).']",,,,,,,,,,,,,,,,,,,
162,5f2329a90b1bb138c5940e4d,priests-pack,Priest's Pack,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Equipment Pack,"{'quantity': 19, 'unit': 'gp'}",,/api/equipment/priests-pack,,,,,,,,,,,,,,,,"[{'item_url': '/api/equipment/backpack', 'quantity': 1}, {'item_url': '/api/equipment/blanket', 'quantity': 1}, {'item_url': '/api/equipment/candle', 'quantity': 10}, {'item_url': '/api/equipment/tinderbox', 'quantity': 1}, {'item_url': '/api/equipment/rations-1-day', 'quantity': 2}, {'item_url': '/api/equipment/waterskin', 'quantity': 1}]",,,,
163,5f2329a90b1bb138c5940db6,quarterstaff,Quarterstaff,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 2, 'unit': 'sp'}",4.0,/api/equipment/quarterstaff,,,,,Simple,Melee,Simple Melee,"{'damage_dice': '1d6', 'damage_type': {'url': '/api/damage-types/bludgeoning', 'name': 'Bludgeoning'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/versatile', 'name': 'Versatile'}, {'url': '/api/weapon-properties/monk', 'name': 'Monk'}]","{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/bludgeoning', 'name': 'Bludgeoning'}}",,,,,,,,,
164,5f2329a90b1bb138c5940e32,quiver,Quiver,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'gp'}",1.0,/api/equipment/quiver,['A quiver can hold up to 20 arrows.'],,,,,,,,,,,,,,,,,,,
165,5f2329a90b1bb138c5940e33,ram-portable,"Ram, portable","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 4, 'unit': 'gp'}",35.0,/api/equipment/ram-portable,"['You can use a portable ram to break down doors. When doing so, you gain a +4 bonus on the Strength check. One other character can help you use the ram, giving you advantage on this check.']",,,,,,,,,,,,,,,,,,,
166,5f2329a90b1bb138c5940dc8,rapier,Rapier,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 25, 'unit': 'gp'}",2.0,/api/equipment/rapier,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/finesse', 'name': 'Finesse'}]",,,,,,,,,,
167,5f2329a90b1bb138c5940e35,rations-1-day,Rations (1 day),"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'sp'}",2.0,/api/equipment/rations-1-day,"['Rations consist of dry foods suitable for extended travel, including jerky, dried fruit, hardtack, and nuts.']",,,,,,,,,,,,,,,,,,,
168,5f2329a90b1bb138c5940e34,reliquary,Reliquary,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Holy Symbol,"{'quantity': 5, 'unit': 'gp'}",2.0,/api/equipment/reliquary,"['A holy symbol is a representation of a god or pantheon. It might be an amulet depicting a symbol representing a deity, the same symbol carefully engraved or inlaid as an emblem on a shield, or a tiny box holding a fragment of a sacred relic.', 'Appendix B lists the symbols commonly associated with many gods in the multiverse. A cleric or paladin can use a holy symbol as a spellcasting focus. To use the symbol in this way, the caster must hold it in hand, wear it visibly, or bear it on a shield.']",,,,,,,,,,,,,,,,,,,
169,5f2329a90b1bb138c5940e8b,riding,Riding,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 10, 'unit': 'gp'}",25.0,/api/equipment/riding,,,"Tack, Harness, and Drawn Vehicles",,,,,,,,,,,,,,,,,
170,5f2329a90b1bb138c5940ddd,ring-mail,Ring Mail,"{'name': 'Armor', 'url': '/api/equipment-categories/armor'}",,"{'quantity': 30, 'unit': 'gp'}",40.0,/api/equipment/ring-mail,,,,,,,,,,,,Heavy,"{'base': 14, 'dex_bonus': False, 'max_bonus': None}",0.0,True,,,,,
171,5f2329a90b1bb138c5940e37,robes,Robes,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'gp'}",4.0,/api/equipment/robes,,,,,,,,,,,,,,,,,,,,
172,5f2329a90b1bb138c5940ded,rod,Rod,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Arcane focus,"{'quantity': 10, 'unit': 'gp'}",2.0,/api/equipment/rod,"['An arcane focus is a special item--an orb, a crystal, a rod, a specially constructed staff, a wand-like length of wood, or some similar item--designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus.']",,,,,,,,,,,,,,,,,,,
173,5f2329a90b1bb138c5940e36,rope-hempen-50-feet,"Rope, hempen (50 feet)","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'gp'}",10.0,/api/equipment/rope-hempen-50-feet,"['Rope, whether made of hemp or silk, has 2 hit points and can be burst with a DC 17 Strength check.']",,,,,,,,,,,,,,,,,,,
174,5f2329a90b1bb138c5940e38,rope-silk-50-feet,"Rope, silk (50 feet)","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 10, 'unit': 'gp'}",5.0,/api/equipment/rope-silk-50-feet,"['Rope, whether made of hemp or silk, has 2 hit points and can be burst with a DC 17 Strength check.']",,,,,,,,,,,,,,,,,,,
175,5f2329a90b1bb138c5940e94,rowboat,Rowboat,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 50, 'unit': 'gp'}",,/api/equipment/rowboat,"[""Keelboats and rowboats are used on lakes and rivers. If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A rowboat weighs 100 pounds, in case adventurers carry it over land.""]",,Waterborne Vehicles,,,,,,,,,,,,,,"{'quantity': 1.5, 'unit': 'mph'}",,,
176,5f2329a90b1bb138c5940e3a,sack,Sack,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'cp'}",0.5,/api/equipment/sack,,,,,,,,,,,,,,,,,,,,
177,5f2329a90b1bb138c5940e89,saddle-exotic,"Saddle, Exotic","{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 60, 'unit': 'gp'}",50.0,/api/equipment/saddle-exotic,"['A military saddle braces the rider, helping you keep your seat on an active mount in battle. It gives you advantage on any check you make to remain mounted. An exotic saddle is required for riding any aquatic or flying mount.']",,"Tack, Harness, and Drawn Vehicles",,,,,,,,,,,,,,,,,
178,5f2329a90b1bb138c5940e8f,saddle-military,"Saddle, Military","{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 20, 'unit': 'gp'}",30.0,/api/equipment/saddle-military,"['A military saddle braces the rider, helping you keep your seat on an active mount in battle. It gives you advantage on any check you make to remain mounted. An exotic saddle is required for riding any aquatic or flying mount.']",,"Tack, Harness, and Drawn Vehicles",,,,,,,,,,,,,,,,,
179,5f2329a90b1bb138c5940e8a,saddle-pack,"Saddle, Pack","{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 5, 'unit': 'gp'}",15.0,/api/equipment/saddle-pack,"['A military saddle braces the rider, helping you keep your seat on an active mount in battle. It gives you advantage on any check you make to remain mounted. An exotic saddle is required for riding any aquatic or flying mount.']",,"Tack, Harness, and Drawn Vehicles",,,,,,,,,,,,,,,,,
180,5f2329a90b1bb138c5940e8c,saddlebags,Saddlebags,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 4, 'unit': 'gp'}",8.0,/api/equipment/saddlebags,,,"Tack, Harness, and Drawn Vehicles",,,,,,,,,,,,,,,,,
181,5f2329a90b1bb138c5940e96,sailing-ship,Sailing ship,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 10000, 'unit': 'gp'}",,/api/equipment/sailing-ship,,,Waterborne Vehicles,,,,,,,,,,,,,,"{'quantity': 2, 'unit': 'mph'}",,,
182,5f2329a90b1bb138c5940dda,scale-mail,Scale Mail,"{'name': 'Armor', 'url': '/api/equipment-categories/armor'}",,"{'quantity': 50, 'unit': 'gp'}",45.0,/api/equipment/scale-mail,,,,,,,,,,,,Medium,"{'base': 14, 'dex_bonus': True, 'max_bonus': 2}",0.0,True,,,,,
183,5f2329a90b1bb138c5940e39,scale-merchants,"Scale, merchant's","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'gp'}",3.0,/api/equipment/scale-merchants,"['A scale includes a small balance, pans, and a suitable assortment of weights up to 2 pounds. With it, you can measure the exact weight of small objects, such as raw precious metals or trade goods, to help determine their worth.']",,,,,,,,,,,,,,,,,,,
184,5f2329a90b1bb138c5940e4f,scholars-pack,Scholar's Pack,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Equipment Pack,"{'quantity': 40, 'unit': 'gp'}",,/api/equipment/scholars-pack,,,,,,,,,,,,,,,,"[{'item_url': '/api/equipment/backpack', 'quantity': 1}, {'item_url': '/api/equipment/book', 'quantity': 1}, {'item_url': '/api/equipment/ink-1-ounce-bottle', 'quantity': 1}, {'item_url': '/api/equipment/ink-pen', 'quantity': 1}, {'item_url': '/api/equipment/parchment-one-sheet', 'quantity': 10}]",,,,
185,5f2329a90b1bb138c5940dc9,scimitar,Scimitar,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 25, 'unit': 'gp'}",3.0,/api/equipment/scimitar,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d6', 'damage_type': {'url': '/api/damage-types/slashing', 'name': 'Slashing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/finesse', 'name': 'Finesse'}, {'url': '/api/weapon-properties/light', 'name': 'Light'}]",,,,,,,,,,
186,5f2329a90b1bb138c5940e3c,sealing-wax,Sealing wax,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'sp'}",0.0,/api/equipment/sealing-wax,,,,,,,,,,,,,,,,,,,,
